"delcol.name","delcol.freq","base.wordfreq"
"solid","2851","12"
"sooth","2852","12"
"sort","2853","12"
"squar","2854","12"
"stake","2855","12"
"starv","2856","12"
"strive","2857","12"
"sunset","2858","12"
"tame","2859","12"
"tango","2860","12"
"teardrop","2861","12"
"televis","2862","12"
"toll","2863","12"
"traffic","2864","12"
"treasur","2865","12"
"troi","2866","12"
"v","2867","12"
"vibe","2868","12"
"vice","2869","12"
"victori","2870","12"
"villag","2871","12"
"virgin","2872","12"
"w","2873","12"
"web","2874","12"
"weg","2875","12"
"winner","2876","12"
"worthi","2877","12"
"x4","2878","12"
"zurück","2879","12"
"advanc","2880","11"
"advic","2881","11"
"ambit","2882","11"
"appeal","2883","11"
"astray","2884","11"
"attempt","2885","11"
"backward","2886","11"
"bat","2887","11"
"bath","2888","11"
"bathroom","2889","11"
"billi","2890","11"
"blond","2891","11"
"bloom","2892","11"
"bonheur","2893","11"
"bonni","2894","11"
"branch","2895","11"
"bump","2896","11"
"burnt","2897","11"
"burst","2898","11"
"butcher","2899","11"
"cabeza","2900","11"
"calor","2901","11"
"cancer","2902","11"
"candi","2903","11"
"chop","2904","11"
"consid","2905","11"
"contain","2906","11"
"contr","2907","11"
"core","2908","11"
"corp","2909","11"
"cowboy","2910","11"
"cute","2911","11"
"daili","2912","11"
"deaf","2913","11"
"decay","2914","11"
"decirt","2915","11"
"delight","2916","11"
"descend","2917","11"
"dinner","2918","11"
"dish","2919","11"
"distract","2920","11"
"dove","2921","11"
"downtown","2922","11"
"drawn","2923","11"
"educ","2924","11"
"einfach","2925","11"
"energi","2926","11"
"error","2927","11"
"failur","2928","11"
"fashion","2929","11"
"fellow","2930","11"
"flat","2931","11"
"flood","2932","11"
"forward","2933","11"
"fragil","2934","11"
"frighten","2935","11"
"greater","2936","11"
"greet","2937","11"
"hijo","2938","11"
"hunt","2939","11"
"ihn","2940","11"
"jacket","2941","11"
"jackson","2942","11"
"jede","2943","11"
"kommt","2944","11"
"lifetim","2945","11"
"limb","2946","11"
"lleva","2947","11"
"london","2948","11"
"madr","2949","11"
"male","2950","11"
"mañana","2951","11"
"manera","2952","11"
"medicin","2953","11"
"mer","2954","11"
"mike","2955","11"
"minuto","2956","11"
"miser","2957","11"
"necesito","2958","11"
"neighbor","2959","11"
"neither","2960","11"
"nerv","2961","11"
"nombr","2962","11"
"ole","2963","11"
"pair","2964","11"
"panic","2965","11"
"passé","2966","11"
"personn","2967","11"
"physic","2968","11"
"pierc","2969","11"
"pledg","2970","11"
"plot","2971","11"
"practic","2972","11"
"quell","2973","11"
"rein","2974","11"
"repres","2975","11"
"rid","2976","11"
"robe","2977","11"
"romeo","2978","11"
"rust","2979","11"
"savag","2980","11"
"sere","2981","11"
"seul","2982","11"
"seventh","2983","11"
"shook","2984","11"
"sidewalk","2985","11"
"skill","2986","11"
"skull","2987","11"
"soar","2988","11"
"sober","2989","11"
"sonn","2990","11"
"st","2991","11"
"stall","2992","11"
"stretch","2993","11"
"support","2994","11"
"sweep","2995","11"
"swore","2996","11"
"tattoo","2997","11"
"tempt","2998","11"
"tête","2999","11"
"threat","3000","11"
"torment","3001","11"
"tres","3002","11"
"twelv","3003","11"
"twin","3004","11"
"uma","3005","11"
"var","3006","11"
"vom","3007","11"
"vor","3008","11"
"vuelta","3009","11"
"vuelva","3010","11"
"vultur","3011","11"
"warum","3012","11"
"wer","3013","11"
"womb","3014","11"
"x3","3015","11"
"aaah","3016","10"
"abandon","3017","10"
"actual","3018","10"
"agre","3019","10"
"agua","3020","10"
"alguna","3021","10"
"ao","3022","10"
"aquella","3023","10"
"arrow","3024","10"
"ascend","3025","10"
"att","3026","10"
"attend","3027","10"
"attract","3028","10"
"balloon","3029","10"
"biggest","3030","10"
"blank","3031","10"
"bli","3032","10"
"border","3033","10"
"buscar","3034","10"
"caer","3035","10"
"carol","3036","10"
"champagn","3037","10"
"chemic","3038","10"
"cling","3039","10"
"co","3040","10"
"compar","3041","10"
"constant","3042","10"
"counti","3043","10"
"courag","3044","10"
"crave","3045","10"
"cruis","3046","10"
"cuento","3047","10"
"cultur","3048","10"
"cycl","3049","10"
"damag","3050","10"
"damnat","3051","10"
"dar","3052","10"
"darken","3053","10"
"dieser","3054","10"
"disappoint","3055","10"
"dizzi","3056","10"
"drip","3057","10"
"driven","3058","10"
"droit","3059","10"
"dull","3060","10"
"effort","3061","10"
"egal","3062","10"
"essa","3063","10"
"expos","3064","10"
"faint","3065","10"
"fazer","3066","10"
"fe","3067","10"
"fighter","3068","10"
"fingertip","3069","10"
"fleur","3070","10"
"fo","3071","10"
"fought","3072","10"
"funer","3073","10"
"fuss","3074","10"
"gar","3075","10"
"gasolin","3076","10"
"gear","3077","10"
"glimps","3078","10"
"govern","3079","10"
"graviti","3080","10"
"gypsi","3081","10"
"hago","3082","10"
"hah","3083","10"
"hail","3084","10"
"halt","3085","10"
"herida","3086","10"
"herz","3087","10"
"highest","3088","10"
"inform","3089","10"
"invent","3090","10"
"itself","3091","10"
"jone","3092","10"
"judgment","3093","10"
"juli","3094","10"
"knive","3095","10"
"knot","3096","10"
"label","3097","10"
"legend","3098","10"
"llevar","3099","10"
"llorando","3100","10"
"locura","3101","10"
"lullabi","3102","10"
"mag","3103","10"
"maker","3104","10"
"market","3105","10"
"messin","3106","10"
"mía","3107","10"
"mientra","3108","10"
"milk","3109","10"
"mort","3110","10"
"neighborhood","3111","10"
"nickel","3112","10"
"oer","3113","10"
"ont","3114","10"
"outro","3115","10"
"på","3116","10"
"papel","3117","10"
"pardon","3118","10"
"penni","3119","10"
"per","3120","10"
"perd","3121","10"
"perfum","3122","10"
"pierdo","3123","10"
"pile","3124","10"
"plug","3125","10"
"pole","3126","10"
"poni","3127","10"
"port","3128","10"
"premier","3129","10"
"profit","3130","10"
"pui","3131","10"
"purpl","3132","10"
"quedan","3133","10"
"quun","3134","10"
"rate","3135","10"
"reap","3136","10"
"reli","3137","10"
"relief","3138","10"
"resurrect","3139","10"
"retreat","3140","10"
"rêve","3141","10"
"revel","3142","10"
"revers","3143","10"
"rewind","3144","10"
"roof","3145","10"
"sentiment","3146","10"
"serpent","3147","10"
"singer","3148","10"
"sir","3149","10"
"siren","3150","10"
"sleepi","3151","10"
"sleev","3152","10"
"sleigh","3153","10"
"sock","3154","10"
"solament","3155","10"
"soleil","3156","10"
"soñar","3157","10"
"sonrisa","3158","10"
"sore","3159","10"
"spine","3160","10"
"stray","3161","10"
"stroll","3162","10"
"struck","3163","10"
"tangl","3164","10"
"teas","3165","10"
"terribl","3166","10"
"toni","3167","10"
"tooth","3168","10"
"tun","3169","10"
"unawar","3170","10"
"unfold","3171","10"
"unit","3172","10"
"upsid","3173","10"
"velvet","3174","10"
"visit","3175","10"
"voodoo","3176","10"
"wa","3177","10"
"weekend","3178","10"
"wieder","3179","10"
"william","3180","10"
"yer","3181","10"
"younger","3182","10"
"z","3183","10"
"afford","3184","9"
"aha","3185","9"
"aid","3186","9"
"allt","3187","9"
"alter","3188","9"
"anni","3189","9"
"apathi","3190","9"
"april","3191","9"
"askin","3192","9"
"aun","3193","9"
"aussi","3194","9"
"autumn","3195","9"
"bald","3196","9"
"bem","3197","9"
"besoin","3198","9"
"bewar","3199","9"
"bloodi","3200","9"
"blowin","3201","9"
"blur","3202","9"
"bonito","3203","9"
"bord","3204","9"
"boulevard","3205","9"
"breed","3206","9"
"bug","3207","9"
"butter","3208","9"
"cambia","3209","9"
"casi","3210","9"
"cd","3211","9"
"ceas","3212","9"
"chart","3213","9"
"choir","3214","9"
"cocain","3215","9"
"comb","3216","9"
"communic","3217","9"
"compass","3218","9"
"comput","3219","9"
"conclus","3220","9"
"condemn","3221","9"
"cradl","3222","9"
"creo","3223","9"
"cristal","3224","9"
"croir","3225","9"
"cualquier","3226","9"
"cuanto","3227","9"
"curl","3228","9"
"curtain","3229","9"
"deinen","3230","9"
"dejo","3231","9"
"depart","3232","9"
"desol","3233","9"
"doll","3234","9"
"durch","3235","9"
"dure","3236","9"
"effect","3237","9"
"empir","3238","9"
"encontrar","3239","9"
"entertain","3240","9"
"explor","3241","9"
"explos","3242","9"
"fa","3243","9"
"felicidad","3244","9"
"film","3245","9"
"filth","3246","9"
"flock","3247","9"
"flor","3248","9"
"flyin","3249","9"
"galaxi","3250","9"
"gay","3251","9"
"genau","3252","9"
"gern","3253","9"
"gi","3254","9"
"giorno","3255","9"
"gotten","3256","9"
"hai","3257","9"
"harri","3258","9"
"haut","3259","9"
"hecho","3260","9"
"hermano","3261","9"
"heur","3262","9"
"hoo","3263","9"
"howl","3264","9"
"hypnot","3265","9"
"imposs","3266","9"
"ingent","3267","9"
"insist","3268","9"
"invis","3269","9"
"jerk","3270","9"
"k","3271","9"
"ka","3272","9"
"larg","3273","9"
"lawn","3274","9"
"leather","3275","9"
"lejo","3276","9"
"libr","3277","9"
"lieb","3278","9"
"llama","3279","9"
"llego","3280","9"
"llena","3281","9"
"loca","3282","9"
"luna","3283","9"
"macht","3284","9"
"maim","3285","9"
"masquerad","3286","9"
"matar","3287","9"
"mate","3288","9"
"meal","3289","9"
"measur","3290","9"
"meinen","3291","9"
"mira","3292","9"
"mucha","3293","9"
"muscl","3294","9"
"mutil","3295","9"
"niemand","3296","9"
"nosotro","3297","9"
"og","3298","9"
"oughta","3299","9"
"oui","3300","9"
"padr","3301","9"
"pavement","3302","9"
"pearl","3303","9"
"pelo","3304","9"
"pitch","3305","9"
"poet","3306","9"
"powder","3307","9"
"print","3308","9"
"proclaim","3309","9"
"prophet","3310","9"
"puls","3311","9"
"razon","3312","9"
"razón","3313","9"
"realidad","3314","9"
"remov","3315","9"
"repent","3316","9"
"rocket","3317","9"
"rout","3318","9"
"routin","3319","9"
"scent","3320","9"
"screw","3321","9"
"seein","3322","9"
"servant","3323","9"
"sew","3324","9"
"shiver","3325","9"
"sigo","3326","9"
"sil","3327","9"
"silhouett","3328","9"
"sip","3329","9"
"sneak","3330","9"
"spanish","3331","9"
"spawn","3332","9"
"spray","3333","9"
"stolen","3334","9"
"strain","3335","9"
"swirl","3336","9"
"tant","3337","9"
"temptat","3338","9"
"tick","3339","9"
"tocar","3340","9"
"tomb","3341","9"
"tone","3342","9"
"tradit","3343","9"
"tragedi","3344","9"
"très","3345","9"
"uniform","3346","9"
"unseen","3347","9"
"unto","3348","9"
"uptown","3349","9"
"useless","3350","9"
"vengeanc","3351","9"
"ventana","3352","9"
"vino","3353","9"
"viva","3354","9"
"voi","3355","9"
"vote","3356","9"
"vow","3357","9"
"vuelv","3358","9"
"weh","3359","9"
"weiter","3360","9"
"witch","3361","9"
"wollt","3362","9"
"wrath","3363","9"
"yuh","3364","9"
"ahí","3365","8"
"algún","3366","8"
"allein","3367","8"
"almighti","3368","8"
"altar","3369","8"
"arrang","3370","8"
"assum","3371","8"
"atrá","3372","8"
"aún","3373","8"
"bay","3374","8"
"beckon","3375","8"
"besser","3376","8"
"bike","3377","8"
"bir","3378","8"
"blanket","3379","8"
"board","3380","8"
"butt","3381","8"
"button","3382","8"
"canto","3383","8"
"cap","3384","8"
"caricia","3385","8"
"caso","3386","8"
"cave","3387","8"
"cerca","3388","8"
"chanson","3389","8"
"chew","3390","8"
"chica","3391","8"
"coal","3392","8"
"colder","3393","8"
"collaps","3394","8"
"compromis","3395","8"
"concret","3396","8"
"condit","3397","8"
"cow","3398","8"
"dash","3399","8"
"deck","3400","8"
"definit","3401","8"
"deliv","3402","8"
"depth","3403","8"
"despis","3404","8"
"despit","3405","8"
"devour","3406","8"
"días","3407","8"
"ding","3408","8"
"diss","3409","8"
"dissolv","3410","8"
"domin","3411","8"
"doy","3412","8"
"einen","3413","8"
"él","3414","8"
"entend","3415","8"
"esperando","3416","8"
"esperanza","3417","8"
"estaba","3418","8"
"estou","3419","8"
"feast","3420","8"
"fella","3421","8"
"file","3422","8"
"finest","3423","8"
"för","3424","8"
"foto","3425","8"
"foundat","3426","8"
"frank","3427","8"
"frei","3428","8"
"gentlemen","3429","8"
"gin","3430","8"
"gott","3431","8"
"griev","3432","8"
"habe","3433","8"
"här","3434","8"
"harmoni","3435","8"
"haze","3436","8"
"heed","3437","8"
"hollywood","3438","8"
"homm","3439","8"
"hurtin","3440","8"
"inde","3441","8"
"infinit","3442","8"
"javai","3443","8"
"jeder","3444","8"
"jétai","3445","8"
"joli","3446","8"
"judgement","3447","8"
"kannst","3448","8"
"knight","3449","8"
"kun","3450","8"
"lake","3451","8"
"lala","3452","8"
"lang","3453","8"
"latest","3454","8"
"leap","3455","8"
"lento","3456","8"
"lisa","3457","8"
"llanto","3458","8"
"llevo","3459","8"
"manag","3460","8"
"mankind","3461","8"
"mann","3462","8"
"mellow","3463","8"
"mirando","3464","8"
"missin","3465","8"
"mommi","3466","8"
"mont","3467","8"
"mourn","3468","8"
"muero","3469","8"
"mulher","3470","8"
"naiv","3471","8"
"northern","3472","8"
"notion","3473","8"
"nuclear","3474","8"
"oblivion","3475","8"
"odd","3476","8"
"olvidart","3477","8"
"opposit","3478","8"
"organ","3479","8"
"owe","3480","8"
"pare","3481","8"
"pari","3482","8"
"pasado","3483","8"
"patient","3484","8"
"paz","3485","8"
"perman","3486","8"
"poetri","3487","8"
"posso","3488","8"
"predict","3489","8"
"process","3490","8"
"provid","3491","8"
"puttin","3492","8"
"quem","3493","8"
"rare","3494","8"
"realm","3495","8"
"rio","3496","8"
"risk","3497","8"
"rome","3498","8"
"rosa","3499","8"
"rubber","3500","8"
"sagt","3501","8"
"schön","3502","8"
"searchin","3503","8"
"sempr","3504","8"
"sentenc","3505","8"
"shakin","3506","8"
"sincer","3507","8"
"skate","3508","8"
"skeleton","3509","8"
"skirt","3510","8"
"slay","3511","8"
"slick","3512","8"
"solitud","3513","8"
"solv","3514","8"
"stink","3515","8"
"studi","3516","8"
"sunris","3517","8"
"swept","3518","8"
"tax","3519","8"
"tenert","3520","8"
"thief","3521","8"
"tin","3522","8"
"tuyo","3523","8"
"uhhuh","3524","8"
"unser","3525","8"
"vine","3526","8"
"violent","3527","8"
"vraiment","3528","8"
"wail","3529","8"
"weav","3530","8"
"western","3531","8"
"whom","3532","8"
"wirklich","3533","8"
"wisdom","3534","8"
"wolf","3535","8"
"wolv","3536","8"
"worthless","3537","8"
"zoo","3538","8"
"aah","3539","7"
"accus","3540","7"
"ad","3541","7"
"agora","3542","7"
"ano","3543","7"
"anticip","3544","7"
"automat","3545","7"
"avant","3546","7"
"ave","3547","7"
"bailando","3548","7"
"bajo","3549","7"
"bake","3550","7"
"beggin","3551","7"
"berlin","3552","7"
"birthday","3553","7"
"bitt","3554","7"
"blacken","3555","7"
"bled","3556","7"
"blink","3557","7"
"blister","3558","7"
"bluebird","3559","7"
"bom","3560","7"
"bras","3561","7"
"brazo","3562","7"
"brush","3563","7"
"bush","3564","7"
"butterfli","3565","7"
"cadillac","3566","7"
"cambiar","3567","7"
"caress","3568","7"
"cent","3569","7"
"challeng","3570","7"
"chin","3571","7"
"closet","3572","7"
"confid","3573","7"
"confront","3574","7"
"consol","3575","7"
"contra","3576","7"
"coração","3577","7"
"credit","3578","7"
"decemb","3579","7"
"deepest","3580","7"
"déjà","3581","7"
"despierto","3582","7"
"despué","3583","7"
"destino","3584","7"
"devant","3585","7"
"dije","3586","7"
"disagre","3587","7"
"disgust","3588","7"
"distort","3589","7"
"ditch","3590","7"
"dub","3591","7"
"dura","3592","7"
"eager","3593","7"
"endur","3594","7"
"esperar","3595","7"
"essenc","3596","7"
"ett","3597","7"
"factori","3598","7"
"fatal","3599","7"
"foe","3600","7"
"franc","3601","7"
"fucker","3602","7"
"fur","3603","7"
"garbag","3604","7"
"gleam","3605","7"
"glide","3606","7"
"gloom","3607","7"
"grain","3608","7"
"gritar","3609","7"
"haga","3610","7"
"harvest","3611","7"
"heroin","3612","7"
"hi","3613","7"
"horror","3614","7"
"hound","3615","7"
"hurrican","3616","7"
"iba","3617","7"
"igen","3618","7"
"ii","3619","7"
"ilusión","3620","7"
"impos","3621","7"
"inhal","3622","7"
"instinct","3623","7"
"intens","3624","7"
"intox","3625","7"
"it´","3626","7"
"jar","3627","7"
"jazz","3628","7"
"jim","3629","7"
"jukebox","3630","7"
"junki","3631","7"
"keinen","3632","7"
"lair","3633","7"
"laiss","3634","7"
"leaf","3635","7"
"leau","3636","7"
"legal","3637","7"
"legion","3638","7"
"local","3639","7"
"lumièr","3640","7"
"lunch","3641","7"
"mala","3642","7"
"mamma","3643","7"
"map","3644","7"
"martyr","3645","7"
"medio","3646","7"
"memphi","3647","7"
"mend","3648","7"
"mieux","3649","7"
"mississippi","3650","7"
"mitt","3651","7"
"musiqu","3652","7"
"negat","3653","7"
"ner","3654","7"
"neue","3655","7"
"niemal","3656","7"
"nom","3657","7"
"obscur","3658","7"
"ogni","3659","7"
"opinion","3660","7"
"pal","3661","7"
"pan","3662","7"
"pawn","3663","7"
"peak","3664","7"
"pourtant","3665","7"
"priest","3666","7"
"pro","3667","7"
"pude","3668","7"
"pueblo","3669","7"
"quello","3670","7"
"quis","3671","7"
"redempt","3672","7"
"retir","3673","7"
"rêves","3674","7"
"riot","3675","7"
"rocki","3676","7"
"romant","3677","7"
"rubi","3678","7"
"sait","3679","7"
"sam","3680","7"
"scale","3681","7"
"seiz","3682","7"
"senseless","3683","7"
"shark","3684","7"
"shave","3685","7"
"shepherd","3686","7"
"signal","3687","7"
"silk","3688","7"
"sola","3689","7"
"sow","3690","7"
"sta","3691","7"
"starri","3692","7"
"steam","3693","7"
"stomp","3694","7"
"sufrir","3695","7"
"suitcas","3696","7"
"sweetheart","3697","7"
"swift","3698","7"
"tail","3699","7"
"tem","3700","7"
"thigh","3701","7"
"thirti","3702","7"
"threaten","3703","7"
"throughout","3704","7"
"tiger","3705","7"
"trail","3706","7"
"translat","3707","7"
"tread","3708","7"
"trend","3709","7"
"tribe","3710","7"
"trippin","3711","7"
"twilight","3712","7"
"uniti","3713","7"
"unkind","3714","7"
"unleash","3715","7"
"untru","3716","7"
"urg","3717","7"
"ust","3718","7"
"vacat","3719","7"
"venom","3720","7"
"version","3721","7"
"via","3722","7"
"viejo","3723","7"
"wär","3724","7"
"warmth","3725","7"
"wax","3726","7"
"werd","3727","7"
"wither","3728","7"
"won’t","3729","7"
"wonderin","3730","7"
"absurd","3731","6"
"abyss","3732","6"
"add","3733","6"
"afar","3734","6"
"ahhh","3735","6"
"alt","3736","6"
"alto","3737","6"
"amen","3738","6"
"amongst","3739","6"
"amus","3740","6"
"anchor","3741","6"
"assassin","3742","6"
"asshol","3743","6"
"atom","3744","6"
"aujourdhui","3745","6"
"axe","3746","6"
"bella","3747","6"
"belt","3748","6"
"blanco","3749","6"
"brake","3750","6"
"bucket","3751","6"
"busca","3752","6"
"buzz","3753","6"
"cafe","3754","6"
"café","3755","6"
"chaqu","3756","6"
"chat","3757","6"
"chemin","3758","6"
"chez","3759","6"
"chord","3760","6"
"christian","3761","6"
"claro","3762","6"
"cloudi","3763","6"
"coisa","3764","6"
"colleg","3765","6"
"commit","3766","6"
"complex","3767","6"
"cope","3768","6"
"corn","3769","6"
"corpor","3770","6"
"crippl","3771","6"
"crucifi","3772","6"
"damour","3773","6"
"debe","3774","6"
"decad","3775","6"
"deceit","3776","6"
"dee","3777","6"
"defens","3778","6"
"dejar","3779","6"
"describ","3780","6"
"despertar","3781","6"
"dine","3782","6"
"discov","3783","6"
"dive","3784","6"
"doi","3785","6"
"doorway","3786","6"
"duda","3787","6"
"dug","3788","6"
"egg","3789","6"
"electr","3790","6"
"elev","3791","6"
"england","3792","6"
"entrar","3793","6"
"escond","3794","6"
"espera","3795","6"
"esté","3796","6"
"estribillo","3797","6"
"etc","3798","6"
"experi","3799","6"
"fairi","3800","6"
"feu","3801","6"
"fiesta","3802","6"
"flore","3803","6"
"font","3804","6"
"fountain","3805","6"
"french","3806","6"
"fright","3807","6"
"fuego","3808","6"
"fuert","3809","6"
"fuse","3810","6"
"går","3811","6"
"gesicht","3812","6"
"grasp","3813","6"
"grief","3814","6"
"habla","3815","6"
"habrá","3816","6"
"halo","3817","6"
"heut","3818","6"
"hoje","3819","6"
"holiday","3820","6"
"hör","3821","6"
"hush","3822","6"
"hypocrit","3823","6"
"i`m","3824","6"
"ident","3825","6"
"ihm","3826","6"
"incred","3827","6"
"indiffer","3828","6"
"industri","3829","6"
"invad","3830","6"
"ive","3831","6"
"jealousi","3832","6"
"jet","3833","6"
"jo","3834","6"
"joue","3835","6"
"juego","3836","6"
"justifi","3837","6"
"ki","3838","6"
"kissin","3839","6"
"kopf","3840","6"
"lap","3841","6"
"link","3842","6"
"logic","3843","6"
"lune","3844","6"
"manipul","3845","6"
"maze","3846","6"
"meno","3847","6"
"mia","3848","6"
"miro","3849","6"
"misti","3850","6"
"moral","3851","6"
"muer","3852","6"
"mystic","3853","6"
"nacht","3854","6"
"nao","3855","6"
"noit","3856","6"
"nube","3857","6"
"nueva","3858","6"
"oye","3859","6"
"parc","3860","6"
"partir","3861","6"
"partner","3862","6"
"pave","3863","6"
"pecho","3864","6"
"perch","3865","6"
"perdido","3866","6"
"perdu","3867","6"
"pit","3868","6"
"pollut","3869","6"
"prefer","3870","6"
"prey","3871","6"
"propheci","3872","6"
"pueden","3873","6"
"punish","3874","6"
"puppet","3875","6"
"pushin","3876","6"
"raindrop","3877","6"
"raini","3878","6"
"rattl","3879","6"
"reaction","3880","6"
"remedi","3881","6"
"request","3882","6"
"rue","3883","6"
"rumor","3884","6"
"runaway","3885","6"
"saddl","3886","6"
"safeti","3887","6"
"sagen","3888","6"
"salir","3889","6"
"sanctuari","3890","6"
"sangr","3891","6"
"santa","3892","6"
"santo","3893","6"
"saviour","3894","6"
"scari","3895","6"
"seit","3896","6"
"selbst","3897","6"
"sido","3898","6"
"slippin","3899","6"
"social","3900","6"
"sole","3901","6"
"soll","3902","6"
"sombra","3903","6"
"somo","3904","6"
"spi","3905","6"
"spoil","3906","6"
"stadt","3907","6"
"steer","3908","6"
"stereo","3909","6"
"subject","3910","6"
"succeed","3911","6"
"taint","3912","6"
"tar","3913","6"
"tas","3914","6"
"tenemo","3915","6"
"tenga","3916","6"
"teu","3917","6"
"there’","3918","6"
"toma","3919","6"
"tore","3920","6"
"tranc","3921","6"
"tua","3922","6"
"vagu","3923","6"
"venir","3924","6"
"veut","3925","6"
"virtu","3926","6"
"volar","3927","6"
"voll","3928","6"
"voyag","3929","6"
"wage","3930","6"
"wah","3931","6"
"waist","3932","6"
"wee","3933","6"
"weigh","3934","6"
"whine","3935","6"
"whirl","3936","6"
"willst","3937","6"
"woh","3938","6"
"zombi","3939","6"
"aboard","3940","5"
"absenc","3941","5"
"absolut","3942","5"
"ace","3943","5"
"ainda","3944","5"
"aldrig","3945","5"
"alegr","3946","5"
"alegria","3947","5"
"alguém","3948","5"
"aller","3949","5"
"amanec","3950","5"
"anyhow","3951","5"
"approach","3952","5"
"ar","3953","5"
"ate","3954","5"
"auto","3955","5"
"banana","3956","5"
"batter","3957","5"
"bedroom","3958","5"
"behav","3959","5"
"billion","3960","5"
"bleibt","3961","5"
"blossom","3962","5"
"blut","3963","5"
"booz","3964","5"
"boyfriend","3965","5"
"breast","3966","5"
"brutal","3967","5"
"bueno","3968","5"
"cae","3969","5"
"caminar","3970","5"
"canta","3971","5"
"captiv","3972","5"
"channel","3973","5"
"chapter","3974","5"
"cherish","3975","5"
"chime","3976","5"
"chocol","3977","5"
"clay","3978","5"
"combin","3979","5"
"conscious","3980","5"
"contar","3981","5"
"corps","3982","5"
"cosmic","3983","5"
"creer","3984","5"
"cruz","3985","5"
"cum","3986","5"
"dado","3987","5"
"dalla","3988","5"
"dancer","3989","5"
"dans","3990","5"
"daydream","3991","5"
"decept","3992","5"
"declar","3993","5"
"dedo","3994","5"
"defi","3995","5"
"demain","3996","5"
"denial","3997","5"
"dies","3998","5"
"difícil","3999","5"
"dimens","4000","5"
"dimmi","4001","5"
"distancia","4002","5"
"dizer","4003","5"
"don`t","4004","5"
"dong","4005","5"
"donn","4006","5"
"doo","4007","5"
"dormir","4008","5"
"drew","4009","5"
"drunken","4010","5"
"einmal","4011","5"
"ela","4012","5"
"ele","4013","5"
"empezar","4014","5"
"enchant","4015","5"
"entir","4016","5"
"erst","4017","5"
"espejo","4018","5"
"etwa","4019","5"
"eventu","4020","5"
"evolut","4021","5"
"exit","4022","5"
"extrem","4023","5"
"fácil","4024","5"
"fare","4025","5"
"fascin","4026","5"
"featur","4027","5"
"fest","4028","5"
"fiction","4029","5"
"fiel","4030","5"
"filthi","4031","5"
"flavor","4032","5"
"flee","4033","5"
"flirt","4034","5"
"futuro","4035","5"
"ga","4036","5"
"gleich","4037","5"
"glove","4038","5"
"gracia","4039","5"
"graveyard","4040","5"
"guitarra","4041","5"
"handsom","4042","5"
"hin","4043","5"
"horizont","4044","5"
"idiot","4045","5"
"idl","4046","5"
"ik","4047","5"
"immort","4048","5"
"increas","4049","5"
"ink","4050","5"
"insect","4051","5"
"interest","4052","5"
"intern","4053","5"
"introduc","4054","5"
"involv","4055","5"
"jama","4056","5"
"jimmi","4057","5"
"jsui","4058","5"
"jumpin","4059","5"
"junk","4060","5"
"kalt","4061","5"
"klar","4062","5"
"kuin","4063","5"
"lágrima","4064","5"
"lend","4065","5"
"libertad","4066","5"
"liberti","4067","5"
"llora","4068","5"
"mainten","4069","5"
"mall","4070","5"
"mata","4071","5"
"minor","4072","5"
"mmmm","4073","5"
"mous","4074","5"
"muert","4075","5"
"muerto","4076","5"
"nas","4077","5"
"nem","4078","5"
"nient","4079","5"
"ninguém","4080","5"
"nyt","4081","5"
"ond","4082","5"
"oscuridad","4083","5"
"overwhelm","4084","5"
"pane","4085","5"
"passer","4086","5"
"pathet","4087","5"
"penetr","4088","5"
"pine","4089","5"
"più","4090","5"
"plastic","4091","5"
"pluie","4092","5"
"pode","4093","5"
"porch","4094","5"
"porta","4095","5"
"prend","4096","5"
"primera","4097","5"
"pu","4098","5"
"qued","4099","5"
"querert","4100","5"
"raison","4101","5"
"raus","4102","5"
"realis","4103","5"
"rejoic","4104","5"
"río","4105","5"
"row","4106","5"
"rumbl","4107","5"
"sabor","4108","5"
"sane","4109","5"
"satisfact","4110","5"
"scarlet","4111","5"
"scrape","4112","5"
"seel","4113","5"
"señor","4114","5"
"seren","4115","5"
"servic","4116","5"
"sever","4117","5"
"shelf","4118","5"
"sí","4119","5"
"slut","4120","5"
"snap","4121","5"
"sourir","4122","5"
"souvenir","4123","5"
"sparkl","4124","5"
"speech","4125","5"
"sport","4126","5"
"stalk","4127","5"
"starlight","4128","5"
"stormi","4129","5"
"structur","4130","5"
"suelo","4131","5"
"sum","4132","5"
"sweeter","4133","5"
"tension","4134","5"
"termin","4135","5"
"thumb","4136","5"
"torch","4137","5"
"tragic","4138","5"
"trial","4139","5"
"tut","4140","5"
"unhappi","4141","5"
"unspoken","4142","5"
"vengo","4143","5"
"verd","4144","5"
"verso","4145","5"
"vete","4146","5"
"vibrat","4147","5"
"vient","4148","5"
"vite","4149","5"
"voix","4150","5"
"wat","4151","5"
"willi","4152","5"
"wink","4153","5"
"wirst","4154","5"
"woe","4155","5"
"wooden","4156","5"
"wort","4157","5"
"wretch","4158","5"
"writer","4159","5"
"youâr","4160","5"
"adam","4161","4"
"africa","4162","4"
"alegría","4163","4"
"allah","4164","4"
"anch","4165","4"
"ando","4166","4"
"año","4167","4"
"assur","4168","4"
"aura","4169","4"
"bean","4170","4"
"ben","4171","4"
"boil","4172","4"
"bonita","4173","4"
"breakdown","4174","4"
"breakfast","4175","4"
"burden","4176","4"
"cambio","4177","4"
"camera","4178","4"
"cantando","4179","4"
"capit","4180","4"
"carpet","4181","4"
"cè","4182","4"
"chamber","4183","4"
"claus","4184","4"
"comprehend","4185","4"
